	OTU	Taxonomy	SampleID	GROUP	Value
103570	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL82	yes	2
103571	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL83	no	1
103572	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL84	no	19
103573	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL85	no	1
103574	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL86	no	1
103576	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL88	no	1
103578	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL90	no	38
103579	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL91	yes	3
103580	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL92	yes	13
103581	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL93	no	8
103582	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL94	no	1
103583	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL95	no	10
103584	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL96	no	4
103585	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL97	no	9
103586	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL98	yes	9
103589	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL100	no	7
103590	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL101	no	24
103592	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL103	no	8
103593	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL104	no	12
103594	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL105	no	16
103596	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL108	no	15
103606	OTU452	d_Bacteria|p_Tenericutes|c_Mollicutes|o_Mollicutes RF39|f_?|g_?|s_?	SMPL6	no	4
103612	OTU452	d_Bacteria|p_Tenericutes|c_Mollicutes|o_Mollicutes RF39|f_?|g_?|s_?	SMPL12	no	1
103685	OTU452	d_Bacteria|p_Tenericutes|c_Mollicutes|o_Mollicutes RF39|f_?|g_?|s_?	SMPL85	no	2
103688	OTU452	d_Bacteria|p_Tenericutes|c_Mollicutes|o_Mollicutes RF39|f_?|g_?|s_?	SMPL88	no	23
103696	OTU452	d_Bacteria|p_Tenericutes|c_Mollicutes|o_Mollicutes RF39|f_?|g_?|s_?	SMPL96	no	14
103706	OTU452	d_Bacteria|p_Tenericutes|c_Mollicutes|o_Mollicutes RF39|f_?|g_?|s_?	SMPL105	no	1
103724	OTU355	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-002|s_?	SMPL12	no	1
103729	OTU355	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-002|s_?	SMPL17	yes	1
103732	OTU355	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-002|s_?	SMPL20	yes	5
103733	OTU355	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-002|s_?	SMPL21	yes	5
103734	OTU355	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-002|s_?	SMPL22	yes	1
103737	OTU355	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-002|s_?	SMPL25	yes	1
103750	OTU355	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-002|s_?	SMPL38	no	23
103766	OTU355	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-002|s_?	SMPL54	yes	1
103770	OTU355	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-002|s_?	SMPL57	yes	3
103772	OTU355	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-002|s_?	SMPL59	yes	19
103776	OTU355	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-002|s_?	SMPL64	yes	1
103777	OTU355	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-002|s_?	SMPL65	no	5
103780	OTU355	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-002|s_?	SMPL68	yes	1
103781	OTU355	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-002|s_?	SMPL71	yes	1
103794	OTU355	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-002|s_?	SMPL82	yes	3
103795	OTU355	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-002|s_?	SMPL83	no	1
103796	OTU355	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-002|s_?	SMPL84	no	1
103800	OTU355	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-002|s_?	SMPL88	no	1
103816	OTU355	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-002|s_?	SMPL103	no	1
103903	OTU595	d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingomonas|s_?	SMPL79	no	25
103937	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL1	yes	4
103943	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL7	no	1
103945	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL9	no	1
103946	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL10	no	76
103947	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL11	no	11
103950	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL14	no	1
103951	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL15	no	5
103952	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL16	no	1
103953	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL17	yes	1
103956	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL20	yes	3
103958	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL22	yes	1
103959	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL23	yes	1
103960	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL24	yes	20
103961	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL25	yes	9
103963	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL27	yes	1
103967	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL31	yes	1
103971	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL35	no	11
103973	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL37	no	3
103976	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL40	no	55
103977	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL41	no	1
103981	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL45	no	1
103986	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL50	no	5
103993	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL60	no	29
103994	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL57	yes	17
103996	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL59	yes	1
104000	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL64	yes	9
104001	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL65	no	11
104004	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL68	yes	43
104005	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL71	yes	5
104008	OTU179	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL72	yes	1
104054	OTU1882	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcus 2|s_?	SMPL6	no	2
104063	OTU1882	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcus 2|s_?	SMPL15	no	3
104217	OTU3859	d_Eukaryota|p_?|c_?|o_?|f_?|g_?|s_?	SMPL60	no	2
104332	OTU2664	d_Bacteria|p_Firmicutes|c_Clostridia|o_?|f_?|g_?|s_?	SMPL59	yes	3
104463	OTU1141	d_Eukaryota|p_Vertebrata|c_?|o_?|f_?|g_?|s_?	SMPL79	no	9
104497	OTU326	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_?|s_?	SMPL1	yes	1
104506	OTU326	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_?|s_?	SMPL10	no	8
104507	OTU326	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_?|s_?	SMPL11	no	1
104511	OTU326	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_?|s_?	SMPL15	no	4
104513	OTU326	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_?|s_?	SMPL17	yes	1
104516	OTU326	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_?|s_?	SMPL20	yes	10
104519	OTU326	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_?|s_?	SMPL23	yes	2
104521	OTU326	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_?|s_?	SMPL25	yes	1
104534	OTU326	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_?|s_?	SMPL38	no	1
104535	OTU326	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_?|s_?	SMPL39	no	1
104536	OTU326	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_?|s_?	SMPL40	no	18
104553	OTU326	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_?|s_?	SMPL60	no	23
104554	OTU326	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_?|s_?	SMPL57	yes	4
104560	OTU326	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_?|s_?	SMPL64	yes	1
104561	OTU326	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_?|s_?	SMPL65	no	22
104564	OTU326	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_?|s_?	SMPL68	yes	1
104666	OTU2306	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_?|g_?|s_?	SMPL57	yes	1
104668	OTU2306	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_?|g_?|s_?	SMPL59	yes	1
104682	OTU2306	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_?|g_?|s_?	SMPL74	yes	2
104737	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL17	yes	80
104738	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL18	yes	182
104739	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL19	yes	97
104740	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL20	yes	68
104741	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL21	yes	29
104742	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL22	yes	6
104743	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL23	yes	151
104745	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL25	yes	29
104746	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL26	yes	11
104747	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL27	yes	1
104748	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL28	yes	14
104753	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL33	yes	2
104754	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL34	yes	33
104755	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL35	no	21
104756	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL36	no	22
104758	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL38	no	40
104760	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL40	no	200
104761	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL41	no	1
104762	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL42	no	2
104765	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL45	no	128
104767	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL47	no	19
104768	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL48	no	156
104769	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL49	no	1
104776	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL56	no	4
104777	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL60	no	25
104780	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL59	yes	266
104783	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL63	yes	80
104785	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL65	no	61
104788	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL68	yes	15
104789	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL71	yes	16
104790	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL69	yes	1
104792	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL72	yes	1
104793	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL73	yes	4
104794	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL74	yes	9
104800	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL80	yes	1
104802	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL82	yes	17
104803	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL83	no	4
104815	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL95	no	1
104822	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL101	no	3
104824	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL103	no	10
104826	OTU88	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_?	SMPL105	no	1
104833	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL1	yes	65
104834	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL2	yes	10
104835	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL3	yes	19
104836	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL4	yes	33
104838	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL6	no	1
104839	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL7	no	1
104841	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL9	no	1
104842	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL10	no	2
104845	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL13	no	1
104846	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL14	no	3
104849	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL17	yes	105
104850	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL18	yes	3
104851	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL19	yes	13
104852	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL20	yes	540
104853	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL21	yes	11
104854	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL22	yes	8
104855	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL23	yes	51
104857	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL25	yes	44
104858	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL26	yes	7
104860	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL28	yes	23
104864	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL32	yes	3
104866	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL34	yes	2
104867	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL35	no	49
104868	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL36	no	18
104870	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL38	no	28
104871	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL39	no	32
104872	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL40	no	309
104886	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL54	yes	257
104888	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL56	no	80
104889	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL60	no	251
104890	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL57	yes	149
104892	OTU70	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL59	yes	156
